Project,Category,type,wordcount,Path,File,topic,tutorial,pageNumber,language
Foundations,Docs-Tutorials,Tutorial Step - Elephant? What Elephant?,91,Projects/Foundations/Schemas/Docs-Tutorials/T/Trading/Trading-Bot-Layers/trading-bot-layers-015-tutorial-step-elephant-what-elephant.json,trading-bot-layers-015-tutorial-step-elephant-what-elephant.json,none,Trading Bot Layers,15,DE RU 
Foundations,Docs-Tutorials,Tutorial Step - Load a Fresh Workspace!,95,Projects/Foundations/Schemas/Docs-Tutorials/T/Trading/Trading-Bot-Layers/trading-bot-layers-003-tutorial-step-load-a-fresh-workspace.json,trading-bot-layers-003-tutorial-step-load-a-fresh-workspace.json,none,Trading Bot Layers,3,DE RU 
Foundations,Docs-Tutorials,Tutorial Step - Ready. Set. Go.....!,81,Projects/Foundations/Schemas/Docs-Tutorials/T/Trading/Trading-Bot-Layers/trading-bot-layers-008-tutorial-step-ready.-set.-go..json,trading-bot-layers-008-tutorial-step-ready.-set.-go..json,none,Trading Bot Layers,8,DE RU 
Foundations,Docs-Tutorials,Tutorial Step - The Rest of the Crew!,89,Projects/Foundations/Schemas/Docs-Tutorials/T/Trading/Trading-Bot-Layers/trading-bot-layers-034-tutorial-step-the-rest-of-the-crew.json,trading-bot-layers-034-tutorial-step-the-rest-of-the-crew.json,none,Trading Bot Layers,34,DE RU 
Foundations,Docs-Tutorials,Tutorial Step - Time To Go Out and Play!,90,Projects/Foundations/Schemas/Docs-Tutorials/T/Trading/Trading-Bot-Layers/trading-bot-layers-035-tutorial-step-time-to-go-out-and-play.json,trading-bot-layers-035-tutorial-step-time-to-go-out-and-play.json,none,Trading Bot Layers,35,DE RU 
Foundations,Docs-Tutorials,Tutorial - Trading Bot Layers,103,Projects/Foundations/Schemas/Docs-Tutorials/T/Trading/Trading-Bot-Layers/trading-bot-layers-002-tutorial-trading-bot-layers.json,trading-bot-layers-002-tutorial-trading-bot-layers.json,none,Trading Bot Layers,2,DE RU 
Foundations,Docs-Tutorials,Tutorial Step - Trading Bot Layers Episode Counters 01,11,Projects/Foundations/Schemas/Docs-Tutorials/T/Trading/Trading-Bot-Layers/trading-bot-layers-011-tutorial-step-trading-bot-layers-episode-counters-01.json,trading-bot-layers-011-tutorial-step-trading-bot-layers-episode-counters-01.json,none,Trading Bot Layers,11,DE RU 
Foundations,Docs-Tutorials,Tutorial Step - Daily Files vs. Market Files,103,Projects/Foundations/Schemas/Docs-Tutorials/T/Trading/Trading-Bot-Layers/trading-bot-layers-026-tutorial-step-daily-files-vs.-market-files.json,trading-bot-layers-026-tutorial-step-daily-files-vs.-market-files.json,none,Trading Bot Layers,26,DE RU 
Foundations,Docs-Tutorials,Tutorial Step - Orders in Order,79,Projects/Foundations/Schemas/Docs-Tutorials/T/Trading/Trading-Bot-Layers/trading-bot-layers-022-tutorial-step-orders-in-order.json,trading-bot-layers-022-tutorial-step-orders-in-order.json,none,Trading Bot Layers,22,DE RU 
Foundations,Docs-Tutorials,Tutorial Topic - Trading System Layers,81,Projects/Foundations/Schemas/Docs-Tutorials/T/Trading/Trading-Bot-Layers/trading-bot-layers-028-tutorial-topic-trading-system-layers.json,trading-bot-layers-028-tutorial-topic-trading-system-layers.json,none,Trading Bot Layers,28,DE RU 
Foundations,Docs-Tutorials,Tutorial Step - Stages & Time,67,Projects/Foundations/Schemas/Docs-Tutorials/T/Trading/Trading-Bot-Layers/trading-bot-layers-023-tutorial-step-stages-time.json,trading-bot-layers-023-tutorial-step-stages-time.json,none,Trading Bot Layers,23,DE RU 
Foundations,Docs-Tutorials,Tutorial Step - Trading System Errors!,108,Projects/Foundations/Schemas/Docs-Tutorials/T/Trading/Trading-Bot-Layers/trading-bot-layers-029-tutorial-step-trading-system-errors.json,trading-bot-layers-029-tutorial-step-trading-system-errors.json,none,Trading Bot Layers,29,DE RU 
Foundations,Docs-Tutorials,Tutorial Step - Remember Flexibility!,79,Projects/Foundations/Schemas/Docs-Tutorials/T/Trading/Trading-Bot-Layers/trading-bot-layers-020-tutorial-step-remember-flexibility.json,trading-bot-layers-020-tutorial-step-remember-flexibility.json,none,Trading Bot Layers,20,DE RU 
Foundations,Docs-Tutorials,Trading Bot Layers Tutorial,66,Projects/Foundations/Schemas/Docs-Tutorials/T/Trading/Trading-Bot-Layers/trading-bot-layers-001-trading-bot-layers-tutorial.json,trading-bot-layers-001-trading-bot-layers-tutorial.json,none,Trading Bot Layers,1,RU 
Foundations,Docs-Tutorials,Tutorial Step - Phased Management,81,Projects/Foundations/Schemas/Docs-Tutorials/T/Trading/Trading-Bot-Layers/trading-bot-layers-021-tutorial-step-phased-management.json,trading-bot-layers-021-tutorial-step-phased-management.json,none,Trading Bot Layers,21,DE RU 
Foundations,Docs-Tutorials,Tutorial Step - The Pipeline,78,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-003-tutorial-step-the-pipeline.json,testing-a-trading-idea-the-trigger-stage-003-tutorial-step-the-pipeline.json,none,Testing a Trading Idea - The Trigger Stage,3,DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Trading Systems Trigger Stage Test,11,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-036-tutorial-step-trading-systems-trigger-stage-test.json,testing-a-trading-idea-the-trigger-stage-036-tutorial-step-trading-systems-trigger-stage-test.json,none,Testing a Trading Idea - The Trigger Stage,36,DE 
Foundations,Docs-Tutorials,Tutorial Step - A Close Below the Bands?,89,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-059-tutorial-step-a-close-below-the-bands.json,testing-a-trading-idea-the-trigger-stage-059-tutorial-step-a-close-below-the-bands.json,none,Testing a Trading Idea - The Trigger Stage,59,DE 
Foundations,Docs-Tutorials,Tutorial Step - Trading Systems Tracking Errors,11,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-046-tutorial-step-trading-systems-tracking-errors.json,testing-a-trading-idea-the-trigger-stage-046-tutorial-step-trading-systems-tracking-errors.json,none,Testing a Trading Idea - The Trigger Stage,46,DE 
Foundations,Docs-Tutorials,Tutorial Step - First Backtest...,104,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-032-tutorial-step-first-backtest..json,testing-a-trading-idea-the-trigger-stage-032-tutorial-step-first-backtest..json,none,Testing a Trading Idea - The Trigger Stage,32,DE 
Foundations,Docs-Tutorials,Tutorial Step - What Am I Missing?,87,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-055-tutorial-step-what-am-i-missing.json,testing-a-trading-idea-the-trigger-stage-055-tutorial-step-what-am-i-missing.json,none,Testing a Trading Idea - The Trigger Stage,55,DE 
Foundations,Docs-Tutorials,Tutorial Step - Let's Break It Down!,52,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-061-tutorial-step-lets-break-it-down.json,testing-a-trading-idea-the-trigger-stage-061-tutorial-step-lets-break-it-down.json,none,Testing a Trading Idea - The Trigger Stage,61,DE 
Foundations,Docs-Tutorials,Tutorial Step - Right Out of the Box!,83,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-008-tutorial-step-right-out-of-the-box.json,testing-a-trading-idea-the-trigger-stage-008-tutorial-step-right-out-of-the-box.json,none,Testing a Trading Idea - The Trigger Stage,8,DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Let's See What We've Got!,92,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-035-tutorial-step-lets-see-what-weve-got.json,testing-a-trading-idea-the-trigger-stage-035-tutorial-step-lets-see-what-weve-got.json,none,Testing a Trading Idea - The Trigger Stage,35,DE 
Foundations,Docs-Tutorials,Tutorial Step - We Have Our Conditions!,67,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-024-tutorial-step-we-have-our-conditions.json,testing-a-trading-idea-the-trigger-stage-024-tutorial-step-we-have-our-conditions.json,none,Testing a Trading Idea - The Trigger Stage,24,DE 
Foundations,Docs-Tutorials,Tutorial Step - Do You Have The Data?,80,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-004-tutorial-step-do-you-have-the-data.json,testing-a-trading-idea-the-trigger-stage-004-tutorial-step-do-you-have-the-data.json,none,Testing a Trading Idea - The Trigger Stage,4,DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Let's Define It!,35,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-062-tutorial-step-lets-define-it.json,testing-a-trading-idea-the-trigger-stage-062-tutorial-step-lets-define-it.json,none,Testing a Trading Idea - The Trigger Stage,62,DE 
Foundations,Docs-Tutorials,Tutorial Step - Target Rate Error,98,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-073-tutorial-step-target-rate-error.json,testing-a-trading-idea-the-trigger-stage-073-tutorial-step-target-rate-error.json,none,Testing a Trading Idea - The Trigger Stage,73,DE 
Foundations,Docs-Tutorials,Testing a Trading Idea - The Trigger Stage Tutorial,34,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-001-testing-a-trading-idea-the-trigger-stage-tutorial.json,testing-a-trading-idea-the-trigger-stage-001-testing-a-trading-idea-the-trigger-stage-tutorial.json,none,Testing a Trading Idea - The Trigger Stage,1,ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Let's Start With the Basics!,83,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-006-tutorial-step-lets-start-with-the-basics.json,testing-a-trading-idea-the-trigger-stage-006-tutorial-step-lets-start-with-the-basics.json,none,Testing a Trading Idea - The Trigger Stage,6,DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Free as a Bird,91,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-056-tutorial-step-free-as-a-bird.json,testing-a-trading-idea-the-trigger-stage-056-tutorial-step-free-as-a-bird.json,none,Testing a Trading Idea - The Trigger Stage,56,DE 
Foundations,Docs-Tutorials,"Tutorial Step - Situations, Conditions, and Formulas in Superalgos",76,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-012-tutorial-step-situations-conditions-and-formulas-in-superalgos.json,testing-a-trading-idea-the-trigger-stage-012-tutorial-step-situations-conditions-and-formulas-in-superalgos.json,none,Testing a Trading Idea - The Trigger Stage,12,DE 
Foundations,Docs-Tutorials,Tutorial Step - Take Position Event...,99,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-057-tutorial-step-take-position-event..json,testing-a-trading-idea-the-trigger-stage-057-tutorial-step-take-position-event..json,none,Testing a Trading Idea - The Trigger Stage,57,DE 
Foundations,Docs-Tutorials,Tutorial Step - The Time Frame Mystery,96,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-054-tutorial-step-the-time-frame-mystery.json,testing-a-trading-idea-the-trigger-stage-054-tutorial-step-the-time-frame-mystery.json,none,Testing a Trading Idea - The Trigger Stage,54,DE 
Foundations,Docs-Tutorials,Tutorial Step - Keep the Definitions Tidy!,83,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-031-tutorial-step-keep-the-definitions-tidy.json,testing-a-trading-idea-the-trigger-stage-031-tutorial-step-keep-the-definitions-tidy.json,none,Testing a Trading Idea - The Trigger Stage,31,DE 
Foundations,Docs-Tutorials,Tutorial Step - Visual Verification,115,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-038-tutorial-step-visual-verification.json,testing-a-trading-idea-the-trigger-stage-038-tutorial-step-visual-verification.json,none,Testing a Trading Idea - The Trigger Stage,38,DE 
Foundations,Docs-Tutorials,Tutorial Step - Let's Study the Syntax!,70,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-014-tutorial-step-lets-study-the-syntax.json,testing-a-trading-idea-the-trigger-stage-014-tutorial-step-lets-study-the-syntax.json,none,Testing a Trading Idea - The Trigger Stage,14,DE 
Foundations,Docs-Tutorials,Tutorial Step - Is That Good Enough?,64,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-019-tutorial-step-is-that-good-enough.json,testing-a-trading-idea-the-trigger-stage-019-tutorial-step-is-that-good-enough.json,none,Testing a Trading Idea - The Trigger Stage,19,DE 
Foundations,Docs-Tutorials,Tutorial Step - Take Position Event,84,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-071-tutorial-step-take-position-event.json,testing-a-trading-idea-the-trigger-stage-071-tutorial-step-take-position-event.json,none,Testing a Trading Idea - The Trigger Stage,71,DE 
Foundations,Docs-Tutorials,Tutorial Step - Reinforce The Learning!,100,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-015-tutorial-step-reinforce-the-learning.json,testing-a-trading-idea-the-trigger-stage-015-tutorial-step-reinforce-the-learning.json,none,Testing a Trading Idea - The Trigger Stage,15,DE 
Foundations,Docs-Tutorials,Tutorial Step - Trigger Stage Events,70,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-010-tutorial-step-trigger-stage-events.json,testing-a-trading-idea-the-trigger-stage-010-tutorial-step-trigger-stage-events.json,none,Testing a Trading Idea - The Trigger Stage,10,DE TR 
Foundations,Docs-Tutorials,Tutorial Step - What Do We Have Here?,99,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-070-tutorial-step-what-do-we-have-here.json,testing-a-trading-idea-the-trigger-stage-070-tutorial-step-what-do-we-have-here.json,none,Testing a Trading Idea - The Trigger Stage,70,DE 
Foundations,Docs-Tutorials,Tutorial Step - Take Position Conditions!,94,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-080-tutorial-step-take-position-conditions.json,testing-a-trading-idea-the-trigger-stage-080-tutorial-step-take-position-conditions.json,none,Testing a Trading Idea - The Trigger Stage,80,DE 
Foundations,Docs-Tutorials,Tutorial Step - Let's Get On The Same Page,96,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-068-tutorial-step-lets-get-on-the-same-page.json,testing-a-trading-idea-the-trigger-stage-068-tutorial-step-lets-get-on-the-same-page.json,none,Testing a Trading Idea - The Trigger Stage,68,DE 
Foundations,Docs-Tutorials,Tutorial Step - Candle Properties,54,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-058-tutorial-step-candle-properties.json,testing-a-trading-idea-the-trigger-stage-058-tutorial-step-candle-properties.json,none,Testing a Trading Idea - The Trigger Stage,58,DE 
Foundations,Docs-Tutorials,Tutorial Step - Trading Systems Second Backtest,11,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-069-tutorial-step-trading-systems-second-backtest.json,testing-a-trading-idea-the-trigger-stage-069-tutorial-step-trading-systems-second-backtest.json,none,Testing a Trading Idea - The Trigger Stage,69,DE 
Foundations,Docs-Tutorials,Tutorial Step - One More Detail!,57,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-060-tutorial-step-one-more-detail.json,testing-a-trading-idea-the-trigger-stage-060-tutorial-step-one-more-detail.json,none,Testing a Trading Idea - The Trigger Stage,60,DE 
Foundations,Docs-Tutorials,Tutorial Step - The Workings of Situations,116,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-029-tutorial-step-the-workings-of-situations.json,testing-a-trading-idea-the-trigger-stage-029-tutorial-step-the-workings-of-situations.json,none,Testing a Trading Idea - The Trigger Stage,29,DE 
Foundations,Docs-Tutorials,Tutorial Step - Let's Do It!,65,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-067-tutorial-step-lets-do-it.json,testing-a-trading-idea-the-trigger-stage-067-tutorial-step-lets-do-it.json,none,Testing a Trading Idea - The Trigger Stage,67,DE 
Foundations,Docs-Tutorials,Tutorial Step - Bollinger Subchannels,64,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-021-tutorial-step-bollinger-subchannels.json,testing-a-trading-idea-the-trigger-stage-021-tutorial-step-bollinger-subchannels.json,none,Testing a Trading Idea - The Trigger Stage,21,DE 
